rnum,bizId,polyBizSecd,polyBizTy,polyBizSjnm,polyItcnCn,sporCn,sporScvl,bizPrdCn,prdRpttSecd,rqutPrdCn,ageInfo,majrRqisCn,empmSttsCn,splzRlmRqisCn,accrRqisCn,prcpCn,aditRscn,prcpLmttTrgtCn,rqutProcCn,pstnPaprCn,jdgnPresCn,rqutUrla,rfcSiteUrla1,rfcSiteUrla2,mngtMson,mngtMrofCherCn,cherCtpcCn,cnsgNmor,tintCherCn,tintCherCtpcCn,etct,polyRlmCd
569,R2024042422219,003002015008,지자체,밀양시 전입지원금,밀양시 전입 후 1개월 이상 거주 시 지원금 지급,"□ 지원내용
- 전입 축하금 : 1명당 20만원
- 전입 중학생·고등학생 : 학년당 20만원(최대 3회)
- 전입 대학생 : 학기당 30만원(최대 8회)
-​ 전입 교육생 : 50만원
-​ 전입 군인 : 30만원
- 노동자이주정착금 : 세대원 1명당 100만원

□ 지급방식: 밀양사랑카드 충전 지급",-,-,002001,"
사업별 상이, 첨부파일(안내문) 참고",제한없음,-,-,-,-,"□ 지원대상 : 전입일기준 타 시군구에 1년 이상 주민등록을 두고 있다가 밀양시에 전입하여 1개월 이상 거주하는 시민
- 전입 축하금 : 관외 전입자
- 전입 중학생·고등학생 : 관내 소재 중고등학교 재학생
- 전입 대학생 : 부산대학교 밀양캠퍼스 재학생
-​ 전입 교육생 : 경남 스마트팜 청년창업보육센터 교육생
-​ 전입 군인 : 관내 소재 군부대 소속의 직업군인 또는 병사
- 노동자이주정착금 : 관내 공장등록된 상시 고용인원 5명 이상 기업의 전입노동자 세대",-,-,□ 신청방법: 보조금24(전입지원금 검색) 온라인 신청 or 주소지 읍면동 행정복지센터 방문,-,-,https://www.gov.kr/portal/rcvfvrSvc/main/nonLogin,https://www.miryang.go.kr/web/bbs/selectNoticeDetail.do;jsessionid=BB6310DC93AE56027F06A812A5F4F3ED.was1?mnNo=20901000000&owd=&bbsId=BBSMSTR_000000000056&nttId=155999&searchCnd=&searchWrd=&pageIndex=1,null,밀양시청 미래전략과(055-359-5828),-,-,읍면동 행정복지센터,-,-,-,023040
570,R2024042422229,003002016,지자체,소상공인 역량강화사업,경영애로를 겪고 있는 소상공인 및 예비창업자 대상 경영·기술 컨설팅 지원으로 소상공인의 경쟁력 강화,"□ 지원목적: 경영애로를 겪고 있는 소상공인 및 예비창업자 대상 경영·기술 컨설팅 지원으로 소상공인의 경쟁력 강화  
□ 지원규모: 650건 내외 (광주호남권역)
□ 지원대상: 소상공인 또는 예비창업자

  ○ 소상공인: 「소상공인 보호 및 지원에 관한 법률」제2조에 따름
  ○  예비창업자: 임대차계약서 또는 등기사항전부증명서(자가건물 소유) 소지자

□ 신청서류: 시스템 내, 마이데이터 이용 동의시 사업자등록확인서류, 소상공인확인서류 제출 불필요
     ※소상공인인 경우 신청 전 [마이페이지-기본정보-기관/업체정보] 에서 업체등록 필수 
        (업체 미등록시 반려처리 될 수 있습니다)

□ 모집기한:  ‘24. 3. 25.(월) ∼ 선착순 마감",null,null,002005,"
사업기간2024-03-25 ~ 2024-12-31
운영기간~
신청기간2024-03-25 ~ *선착순 마감",제한없음,상관없음,상관없음,상관없음,상관없음,null,"경영애로를 겪고 있는 소상공인 및 예비창업자 대상 경영·기술 컨설팅 지원으로 소상공인의 경쟁력 강화  

광주호남 전남중소기업일자리경제진흥원

전남/제주: 061-288-3861

전북(전북경제통상진흥원): 063-717-1309

광주(광주경제상생일자리재단): 062-960-2632",null,null,null,null,null,https://www.sbiz24.kr/#/pbanc/160,https://jejuyouthdream.com/policy/269?page=2&size=48,중소벤처기업부,null,null,중소벤처기업부,null,"□ 중소벤처기업부 / 중소벤처기업부 / 061-288-3861
□ 문의처: 권역별 전문기관 또는 중소기업통합콜센터 (☎ 1357)",null,023040
571,R2024042422228,003002015016,지자체,하동군 귀농인의 집 입주 희망자 모집,귀농귀촌 희망자에게 주거 공간을 지원하여 안정적인 농촌정착을 도모,"□ 입주기간: 6개월 ~ 1년(최대 1년)

□ 사 용 료: 월 20만원 *전기료, 수도요금 등 공과금 등은 입주자 부담
※ 입주자 1명 추가 당 5만원
※ 운영관리자의 의사에 따라 보증금이 있을 수 있음

□ 입주가능한 귀농인의 집: 하동군 화개면 화개로 1405-4, 이동식 주택 1개소(화개면 의신마을)",□ 모집 가구수 : 1가구,-,002004,"2024-04-08~2024-04-26
2024. 4. 8.(월) ~ 4. 26.(금) 18:00 까지",제한없음,-,-,-,-,"□ 입주대상: 귀농인의 집에 거주하면서 주택과 농지를 확보한 후 하동군에 정착하고자 하는 자는 누구나 가능

□ 신청자격
○ 공통자격: 농어촌 이외의 도시지역에서 1년 이상 거주하다, 하동군으로 귀농귀촌을 희망하는 도시민 또는 귀농귀촌한 세대주
 - 귀농귀촌한 세대주의 경우 하동군 전입일로부터 2년 이내 신청가능
 - 귀농귀촌할 예정인 경우 선정 이후에 입주대상지로 전입신고 필수, 미이행시 선정취소 및 퇴거
○ 우선순위: 가족(부부 등)과 함께 입주, 귀농교육을 이수한 자, 청년(예비)귀농귀촌인
○ 가점부여: 신혼부부(예정), 교육이주가 가능한 자녀 여부, 농업관련 자격증 여부, 영농사실 증빙서류(신규농업인), 하동군 농촌에서 살아보기 프로그램 3개월 이상 참여 완료한 참가자
※ 입주자 선정 평가기준에 의해 입주자 선정
※ 적격자가 다수 발생할 경우 운영자(마을회) 심의를 통해 입주자 선정",공고문 참고,-,"□ 접수방법: 방문 또는 우편접수(하동군 하동읍 군청로 23, 하동군청 별관 2층 지역활력추진단 귀농귀촌담당)
※ 우편 접수 시 모든 제출서류는 동봉하여 등기우편으로 제출
※ 접수 마감일(2024.4.26.) 소인분까지 접수 유효하며 그 이후 도착분에 대해서는 접수에서 제외 
※ 입주 대상자 신청 및 선정 후 입주의사 철회 시 향후 하동군 귀농인의 집 입주 신청 불가","귀농인의 집 입주신청서, 귀농정착계획서 및 증빙서류","□ 대상자통지: 4월 30일 개별통지(대상자는 운영자와 계약 후 입주)
※ 입주일자는 5월 초 예정/ 정확한 입주일은 대상자 통지 이후 안내",null,https://www.hadong.go.kr/media/00012.web?amode=view&not_ancmt_mgt_no=37626&,null,"하동군 지역활력추진단 귀농귀촌담당(☎055-880-2849, 055-880-2747)",-,-,주관기관과 동일,-,-,공고문 참고,023020
572,R2024042422213,003002015011,지자체,의령군 청년 중고차 구입비 지원사업,의령군 청년들의 이동권 보장을 위한 중고차 구입비 지원,"□ 지원금액: 150만원

□ 지급방법: 거주기간에 따른 의령사랑상품권(모바일) 분할 지급
※ 지류상품권 지급 불가, 모바일 상품권만 지급 가능
- 거주기간 6개월 이하 : 1차 50만원, 2차 50만원, 3차 50만원
- 거주기간 6개월 초과 12개월 이하 : 1차 50만원, 2차 100만원
- 거주기간 12개월 초과 : 1차 150만원

□ 지급일자
- 거주기간 6개월 이하
(1차분) 전입일로부터 6개월 후
(2차분) 전입일로부터 12개월 후
(3차분) 전입일로부터 18개월 후
- 거주기간 6개월 초과 12개월 이하
(1차분) 신청일로부터 1개월 이내
(2차분) 전입일로부터 12개월 후
- 거주기간 12개월 초과 : 신청일로부터 1개월 이내 

□ 지급조건
- 지원대상 차량에 대하여 향후 2년 간 양도, 매매 등 차량명의 이전 및 거래 금지",30명  ※ 예산소진 시 조기마감 될 수 있음,-,002004,"2024-01-29~2024-12-13
2024. 1. 29.(월) ~ 2024. 12. 13.(금)",만 18세 ~ 49세,-,-,-,-,"□ 지원대상: 차량등록일 이전부터 관내에 주민등록을 둔 청년 중 생애최초로 중고차를 구입한 자
※ 청년 기준: 18세 이상 ~ 49세 이하(1975. 1. 1. ~ 2006. 12. 31. 생)

□ 신청자격: 다음 아래의 요건을 충족한 자, 지원 제외 대상에 해당하지 않는 자
① '22. 1. 1. 이후 300만원 이상 1,500만원 이하*의 중고차를 생애최초로 구입하고 의령군에 취등록세를 납부한 청년(개인간 거래는 '24. 1. 1. 이후부터 지원) * 보건복지부장관이 정하는 차량기준가액
② 차량등록일로부터 계속하여 관내에 주민등록상 주소를 둔 청년
③ 가구소득 기준중위소득 180% 이하*에 속하는 청년
* 가구소득은 신청일 기준 전월 건강보험료 부과금액으로 확인",공고문 참고,"□ 지원 제외대상
① 신청 차량 이전에 본인 명의의 차량을 구매한 이력이 있는 경우
② 직계 존·비속(부모, 조부모, 자녀 등) 또는 형제·자매 명의의 차량을 구매한 경우
③ 지급일 기준 타 시군으로 주소를 이전한 경우
④ 차량 명의가 공동일 경우(구매자 본인 명의 지분 100%인 경우만 지급)
⑤ 그 밖에 해당 사업에 적합하지 않다고 판단되는 경우","□ 신청방법
- 신청서류: 의령군 홈페이지(http://www.uiryeong.go.kr) 고시공고에서 다운
- 제출방법
① 방  문: 의령군청 소멸위기대응추진단 청년정책팀 
* 방문신청은 평일 근무시간(09:00~18:00) 내 가능. 가족(부모, 형제)에 한하여 대리 접수 가능하며, 위임장(붙임2) 및 위임서류 제출 필요  
② 우  편: 소멸위기대응추진단 청년정책팀(의령읍 충익로 63 (우)52140)","□ 제출서류
※ 모든 발급서류는 사업시행 공고일 이후 발급된 서류로 아래 순서대로 제출
- 신청서 1부
- 신분증(운전면허증, 주민등록증) 사본 1부
- 주민등록초본(과거 주소 변동내역 포함) 1부
- 가족관계증명서(상세, 부 또는 모 기준) 1부
- 2023~2024년도 세목별(취등록세) 과세증명서 1부
- 전국 미과세증명서(1990년~2023년분) 1부
- 자동차등록증 사본 1부
- 건강보험료 납부확인서 및 건강보험 자격확인서(부양자 기준) 각 1부
※ 신청일 기준 직전 1개월 납부내역 제출/피부양자의 경우 부모 모두 제출
- 차량 구매 증빙서류(자동차매매계약서, 전자세금계산서, 업체명이 기재된 거래영수증, 거래 입금내역 등) 각 1부 (매매상 거래)
- 자동차양도증명서 또는 자동차매매계약서 사본 1부 (개인 간 거래 등)
- 매도자와 매수자 신분증 사본 각 1부 (개인 간 거래 등)
- 거래 입금내역 1부 (개인 간 거래 등)
- 보험가입증명서 1부 (개인 간 거래 등)",공고문 참고,null,https://www.uiryeong.go.kr/board/view.uiryeong?boardId=BBS_0000070&menuCd=DOM_000000203003001001&startPage=1&dataSid=316445&gosiNo=30890,null,의령군 소멸위기대응추진단 청년정책팀(☏055-570-2933),-,-,주관기관과 동일,-,-,null,023040
573,R2024042422212,003002015011,지자체,의령군 청년 운전면허 취득비용 지원사업,의령군 청년들의 이동권을 보장하기 위한 운전면허 취득비용 지원,"□ 지원범위: 면허시험(필기, 기능, 도로주행) 응시료, 학원 수강료 등 운전면허 취득에 필요한 비용 50만원 이내 지원

□ 지급방법: 거주기간*에 따른 의령사랑상품권(모바일) 지급
- 거주기간 12개월 이하 : 1회차 25만원, 2회차 25만원 / 분할 지급(신규취득일 6개월 후 2회 분할)
- 거주기간 12개월 초과 : 1회차 50만원 / 일시 지급
※ 지류상품권 지급 불가, 모바일 상품권만 지급
* 거주기간: 운전면허 신규취득일로부터 산정",100명,-,002004,"2024-02-14~2024-12-13
2024. 2. 14.(수) ~ 2024. 12. 13.(금)",만 18세 ~ 49세,-,-,-,-,"□ 지원대상: 주민등록상 주소지가 의령군인 청년 중 '22. 1. 1. 이후 운전면허(1종 보통, 2종 보통)를 신규 취득한 청년
※ 청년 기준: 18세 이상 ~ 49세 이하(1975. 1. 1. ~ 2006. 12. 31.)

□ 신청자격: 아래의 요건을 모두 충족하고, 지원 제외 대상에 해당하지 않는 자
① 운전면허 취득일 기준 주민등록상 주소지가 의령군이며, 18세 ~ 49세 이하인 자
② 가구소득 기준중위소득 180% 이하*에 속하는 자
* 가구소득은 신청일 기준 전월 건강보험료 부과금액으로 확인
③ 1종 보통 또는 2종 보통의 운전면허를 신규로 취득한 자",-,"□ 지원제외
① 2022. 1. 1. 이전 운전면허 취득자 소급 지원 불가
② 음주운전 등의 사유로 운전면허 취소 후 신규 취득한 경우는 지원 제외
③ 보상금 지급일 기준 타 시군으로 주소 이전 시 지원 제외","□ 신청방법
- 신청서류: 의령군 홈페이지(http://www.uiryeong.go.kr) 고시공고에서 다운
- 제출방법
① 방  문: 소멸위기대응추진단 청년정책팀 및 주소지 관할 읍‧면사무소
* 방문신청은 평일 근무시간(09:00~18:00) 내 가능. 가족(부모, 형제)에 한하여 대리 접수 가능하며 위임장(붙임2) 및 위임서류 제출 필요
② 우  편: 의령군 의령읍 충익로 63, 의령군청 소멸위기대응추진단 청년정책팀(우. 52140)","□ 제출서류(7종) ※ 모든 발급서류는 공고일 이후 발급된 서류로 아래 순서대로 제출
① 신청서(붙임1) 1부
② 운전면허증 사본 1부
③ 주민등록초본(과거 주소변동 내역 포함) 1부
④ 가족관계증명서(상세, 본인 기준) 1부
⑤ 운전경력증명서(전체경력) 1부
⑥ 건강보험료 납부확인서 및 자격확인서(부양자 기준) 각 1부
※ 신청일 기준 직전 1개월 납부내역 제출 / 피부양자의 경우 부모 모두의 ⑥ 서류 제출
⑦ 취득비용 영수증(면허시험 응시료, 학원 수강료 등) 각 1부",공고문 참고,null,https://www.uiryeong.go.kr/board/view.uiryeong?boardId=BBS_0000070&menuCd=DOM_000000203003001001&startPage=1&dataSid=316445&gosiNo=31006,null,의령군 소멸위기대응추진단 청년정책팀(☏055-570-2933),-,-,주관기관과 동일,-,-,공고문 참고,023040
574,R2024042422182,003002015011,지자체,의령군 청년부부 웨딩촬영비 지원사업,결혼친화적 사회환경 조성 및 결혼 장려 문화 확산,"□ 사업내용: 결혼 예정인 청년부부가 웨딩촬영을 한 경우 30만원 한도 내 지원(30만원 미만으로 촬영 시 금액만큼만 지원)

□ 지급방법: 의령사랑상품권(모바일) 지급(1회성)   ※ 지류상품권 지급 불가",지원규모: 10쌍(20명),2024. 1. ~ 12.,002004,"2024-01-26~2024-12-20
2024. 1. 26.(금) ~  12. 20.(금)",만 18세 ~ 49세,-,-,-,-,"□ 지원대상: 관내에 주민등록 둔 기준중위소득 180% 이하의 청년
※ 의령군 청년 기준: 18세~ 49세(1975. 1. 1.~ 2006. 12. 31.)

□ 지원기준: 다음 아래의 요건을 모두 충족하는 자
- '23. 1. 1. 이후 스튜디오 등에서 실내 또는 야외 웨딩촬영을 한 청년부부
- 공고일 이후 혼인당사자 1명 이상 또는 부부 모두 의령군에 주민등록을 두고 실제 거주하는 자(1회 지원)
(소득) 부부 모두가 기준중위소득 180% 이하*에 속하는 자
※ 기준중위소득은 신청일 기준 전월 건강보험료 부과 금액으로 확인
※ 재혼의 경우 부부 중 기 지원받은 사람이 1명일 경우 전액 지원, 기 지원받은 사람이 2명일 경우 지원 제외",공고문 참고,"□ 지원제외
- '23. 1. 1. 이전 웨딩촬영을 한 경우에는 소급지원 불가
- 다과․식사비, 자산성물품 구입비, 교통비 등은 지원 불가
- 지원금 지급일 기준 타 시군으로 주소 이전 시 지원 제외
- 셀프 웨딩촬영 시 지원 제외","□ 신청방법
- 신청방법: 등기우편 및 이메일(lkh22800@korea.kr) 또는 읍·면사무소 방문
- 신청서류: 의령군 홈페이지(http://www.uiryeong.go.kr) 고시/공고에서 다운
- 제출방법: 주소지 관할 읍․면사무소 또는 군청 소멸위기대응추진단 방문 신청*
* 방문 신청은 평일 근무시간(09:00~18:00) 내 가능하며, 가족(부모, 형제, 배우자)에 한하여 대리 접수 가능하나, 위임장(붙임참조) 및 위임서류 제출 필요","□ 제출서류  ※ 모든 발급서류는 공고일 이후 발급된 서류로 아래 순서대로 제출
① 신청서(서식 1) 1부 
② 신분증(주민등록증 또는 운전면허증 등) 사본 1부
③ (부부 모두)주민등록초본(과거 주소 변동내역 포함) 및 주민등록등본  1부
④ (부부 모두)가족관계증명서(상세, 본인기준 발급) 1부
⑤ (부부 모두)건강보험 자격확인서 및 건강보험료 납부확인서 각 1부
⑥ 지출 증빙자료 각 1부(촬영계약서 사본, 결제영수증 등)
※ 현금영수증, 전자(세금)계산서, 카드결제영수증 (촬영일 기준 3개월 이내 또는 당해연도)
※ 제외대상 : 계좌이체내역, 간이영수증, 간이계산서 등
⑦ 청첩장(지류 또는 모바일) 사본 1부
⑧ (재혼일 경우) 혼인관계증명서(부부 모두 2명) 1부",선정결과: 개별 통보(SMS 문자 발송),null,https://www.uiryeong.go.kr/board/view.uiryeong?boardId=BBS_0000070&menuCd=DOM_000000203003001001&startPage=1&dataSid=316445&gosiNo=30872,null,의령군 소멸위기대응추진단 청년정책팀(☏055-570-2934),-,-,주관기관과 동일,-,-,공고문 참고,023040
575,R2024042322181,003002003,지자체,고립청년 마음돌봄사업 1:1심화심리상담 시즌1 참여자 모집(대구),전문심리상담사와 1:1 대면으로 자신의 마음을 살펴보고 싶은 청년분을 심화상담 시즌 1로 초대합니다.,"□ 지원내용  : 심화상담 시즌마다 5회기 상담진행(상담비용 무료), 1회기 당 50분 소요

A그룹(월)  5/13~6/10 매주 월요일 (5회기) / 오후 7시, 8시 중 택1

B그룹(화)  5/7~6/4 매주 화요일 (5회기) / 오후 1시, 2시, 3시, 4시,  5시 중 택1

C그룹(수)  5/8~6/12 매주 수요일 (5회기) / 오후 1시, 2시, 3시, 4시,  5시 중 택1

D그룹(금)  5/10~6/7 매주 금요일 (5회기) / 오후 1시, 2시, 3시, 4시,  5시 중 택1


□ 상담장소 : 공감그래(대구 중구 국채보상로 541, 9층)","□ 모집인원 : 17명

□ 한타임당 2명 모집, 선착순 1명은 선정, 후순위 1명은 대기자로 분류,  모집 인원 초과시 조기마감될 수 있음",null,002004,"2024-04-22~2024-05-03
2024-04-22 ~ 2024-05-03",만 19세 ~ 39세,-,-,-,-,null,null,null,"□  아래 링크 접속 후 모두 응답해 주셔야 최종 신청이 완료됩니다 !

신청링크 : https://event-us.kr/dgyouth/event/81897

고립은둔척도검사 : https://forms.gle/oXaM2bqaEpoBZJHx6

상담동의서 및 ​사전질문지 :  https://forms.gle/hmNuejUAaX5gxDbdA",null,null,https://event-us.kr/dgyouth/event/81897,https://dgjump.com/open_content/info/info_list_01_view?ap_seq=4480&pg_param=search_title%3D%26amp%3Bsearch_cate%3D%26amp%3Bsearch_flag%3D1%26amp%3Bsearch_sdate%3D%26amp%3Bsearch_edate%3D%26amp%3Bsearch_youth%3D%26amp%3Bsearch_order%3D,null,대구광역시,null,null,대구광역시청년센터,null,053-427-1934,null,023040
576,R2024042322180,003002003,지자체,청년 월세 특별지원 사업(대구),경제적 어려움을 겪는 청년층의 주거비 부담을 덜어드리기 위해 12개월 분의 월세를 월 최대 20만원까지 지원하는 사업,□  실제 납부하는 임대료 범위 내에서 최대 20만원씩 12개월 동안 매월 분할 지원,null,"□ 신청기간 : 2024. 2. 26.(월) ~ 2025. 2. 25.(화)

□ 지급기간 : 2024. 3월 ~ 2026. 12월",002004,"2024-02-26~2025-02-25
2024-02-26 ~ 2025-02-25",만 19세 ~ 34세,-,-,-,-,"□ 요   건 
 (소득) 원가구 중위소득 100% 이하 및 청년독립가구 중위소득 60% 이하

 (재산) 원가구 4.7억원 이하 및 청년독립가구 1.22억원 이하

  ※ 청년가구 : 청년+배우자+직계비속+동일 주소지 거주중 민법상 가족
  ※ 원가구 : 청년가구+1촌이내 직계혈족(부모)",null,"주택 소유자, 2촌이내 주택 임차, 공공임대주택 거주, 보증금 5천만원 초과 주택 거주, 월세 지원사업 수혜 중인 경우 등","□ 신청방법 
 (온라인) 복지로 누리집(www.bokjiro.go.kr) 혹은 어플리케이션
 (오프라인) 주소지 관할 행정복지센터

 ※ 사전모의계산 : 복지로(www.bokjiro.go.kr), 마이홈포털(www.myhome.go.kr)",null,null,www.bokjiro.go.kr,https://dgjump.com/open_content/info/info_list_01_view?ap_seq=4228&pg_param=search_title%3D%26amp%3Bsearch_cate%3D%26amp%3Bsearch_flag%3D%26amp%3Bsearch_sdate%3D%26amp%3Bsearch_edate%3D%26amp%3Bsearch_youth%3D1%26amp%3Bsearch_order%3D,null,□ 국토교통부,null,null,□ 주소지 관할 행정복지센터,null,□ 문의처 : 콜센터(☎ 1600-0777) 및 주소지 관할 행정복지센터,null,023020
577,R2024042322208,003002015006,지자체,사천 문화기획자 아카데미 교육생 모집,사천을 기반으로 활동할 문화인력 발굴 및 전문인력 육성,"□ 교육명: 2024 지역문화전문인력 양성사업 사천 문화기획자 아카데미 기본과정

□ 교육내용: 문화기획·지역문화 이론, 현장 답사, 프로젝트 기획·실습 등

□ 장소: 사천문화재단 등

□ 교육기간: 2024. 5. ~ 7. (기본과정 5월 ~ 7월, 맞춤과정 7월 ~ 10월)
※ 맞춤과정: 기본과정 수료자 대상 프로그램, 추후 맞춤과정 별도 공고 예정
※ 자세한 내용 공고문 참고

□ 교육일자: 교육기간 내 매주 화요일 14시(오후 2시)

□ 수강혜택
- 수료증 2종 발급(사천문화재단 교육과정 및 광역과정)
- 사천문화재단 사업·지원 시 가산점 부여 예정",15명 내외,-,002004,"2024-04-16~2024-04-29
2024. 04. 16.(화) ~ 29.(월) 16:00까지
※ 접수 확인 후 24시간 내 접수 확인 메일 발송(주말은 48시간 내)
※ 접수 확인 메일을 받지 못했을 경우 유선 확인 필수(055-835-8645)",제한없음,-,-,-,-,□ 교육대상: 사천을 기반으로 문화기획 활동을 하고 싶은 분,공고문 참고,공고문 참고,접수방법: 이메일 접수(cgs525@sccf.or.kr),지원서(사천문화재단 홈페이지 공지사항 참고),"□ 선발방법: 서류심사, 인터뷰심사 - 지원자가 모집인원의 2배 초과일 경우 진행
※ 동점자의 경우 인터뷰심사 점수가 높은 순으로 선발

□ 선발기준
- 지원동기, 교육 참여 의지, 지역문화 관심 등 종합적으로 평가
- 신규 지원자 우선 선발

□ 결과 발표 : 2024. 04. 30.(화) 예정(선발자 개별 통지)",null,https://www.sccf.or.kr/bbs/board.php?bo_table=notice&wr_id=809,null,사천문화재단 문화사업팀 (055-835-8645),-,-,주관기관과 동일,-,-,공고문 참고,023040
578,R2024042322206,003002008018,지자체,1인 가구 청년 무료건강검진(하남시),청년층 1인 가구를 대상으로 무료 건강검진 서비스를 제공,"❍지원내용
  -검진 결과 후 무료 진료 및 건강상담
  -검사항목(총 30여종): 혈압, 흉부촬영, A,B,C형 간염검사, 갑상선검사, 성병검사 등
❍운영기간: 평일 09:00~17:00 (공휴일 제외)
❍운영장소: 하남시보건소 1층 진료실(대청로 10)
❍진 료 비: 무료(연1회)",null,null,002001,"
-",만 19세 ~ 39세,-,-,-,-,❍ 19∼39세 하남시 거주 청년 1인 가구,null,null,"❍10시간 금식 후 보건소 방문(신분증, 주민등록등본 지참)",null,null,null,https://www.hanam.go.kr/www/contents.do?key=12879,https://www.jobaba.net/sprtPlcy/info/view2020.do?seq=12056,경기도 하남시,null,null,경기도 하남시,null,null,❍문의:보건정책과 감염병클리닉팀(031-790-6577),023040
579,R2024042322205,003002008002,지자체,입영지원금(성남시),입영지원금 지원사업(지역화폐),"-1인당 10만원 모바일 지역화폐(1회)
-지급방법: 성남사랑상품권 앱(chak) 및 성남사랑카드(농협)
-성남시 관내에서만 사용 가능(연매출 10억원 이하 업체)",null,null,002001,"
입영통지서 수령일 ~ 입영(소집) 후 6개월까지",만 18세 ~ 39세,-,-,-,-,"❍입영통지서를 수령한 병역의무 이행대상자 (현역, 보충역, 대체역, 상근예비역, 승선근무예비역)
  ※ 입영일 기준 성남시에 1년이상 주민등록을 두고 계속 거주한 자",null,null,"❍주소지 관할 행정복지센터 방문 신청 및 온라인 신청(참고사이트 링크 참고)
  *온라인 신청은 본인만 가능합니다.
❍본인 신청(대리인신청시 입영자 도장 필수 지참)
 ※ 대리신청인 범위
 1. 주민등록상 가족
 2. 부득이한 사유로 본인이 신청할 수 없는 경우 배우자, 직계존비속, 직계존비속의 배우자, 배우자의 직계존비속 등에 한해 대리인과의 관계가 나타나는 서류를 지참하여 대리 신청 가능
 ※ (예시1) 세대원이 아닌 경우 가족관계 증명서 첨부","❍신분증, 입영통지서
 ※  핸드폰 미사용, 타인명의 또는 2G폰 사용시 성남사랑카드(농협) 발급하여 카드번호 기재",null,https://apply.jobaba.net/bsns/bsnsDetailView.do?bsnsSeq=2894,https://www.jobaba.net/sprtPlcy/info/view2020.do?seq=12011,null,경기도 성남시,null,null,경기도 성남시,null,null,-문의:성남시청 재난안전관실 민방위팀(☎031-729-3574),023040
580,R2024042322176,003002015008,지자체,밀양시 정신질환자 의료비 지원,밀양시 거주 정신 질환 관련 외래비 진료비 지원,□ 지원금액 : 년간 1인당 40만원 이내(예산범위내),-,-,002001,"
예산 범위 내 지원",제한없음,-,-,-,-,"□ 지원대상
- 밀양시에 거주하는 시민으로서 정신 질환(조현병, 조울증, 우울증, 불안장애등) 관련 외래 진료비 중 본인부담금, 치료목적 또는 확인을 위한 검사비 중 본인부담금을 지원(비급여 지원 안됨)
- 급여 수급권자, 건강보험 가입자 중 보험료 부과 기준 중위소득 120%이하 인자",-,-,밀양시 정신건강복지센터 문의,"□ 지원 구비 서류
- 주민등록등본 1부
- 진료 확인서 또는 통원 확인서 1부(질병코드 기재, 치료비 지원을 위한 서류비(약3천원)1회 지원)
- 본인명의의 통장 사본 1부, 신분증 사본1부
- 건강보험료 납부확인서 1부(부양 가족 일 경우 가족관계증명서 1부)& 의료급여 수급확인서
- 치료비 지원 신청서(개인정보제공 동의서 포함) 정신건강복지센터에서 작성

□ 지원대상 확정시 구비서류
- 처방전 사본 1부
- 약제비, 진료비 영수증 1부
1) 모든 제출 서류는 원본을 원칙으로 함(FAX 접수 불가)
2) 지원 서류는 매월 25일까지 접수하며 그 이후 접수분은 익월로 청구가능함. (25일 이 공휴일일 경우 휴일 전일 까지 제출)
3) 의료비 지원은 정신건강복지센터에 등록된 회원에 한하며, 사례관리 거부 및 퇴록시 지원이 중지 됨",-,-,https://mirmind.miryang.go.kr/nmprogram/board/default.php?mod=o&ky=&wd=&idx=112&se=112&ct=&st=Y&op=&cr=&cb=1&page=1,null,밀양시 정신건강복지센터 (055)359-7220,-,-,주관기관과 동일,-,-,-,023040
581,R2024042322175,003002015010,지자체,양산시 청년 스트레스 관리 프로그램 '심심풀이 1기' 모집,심리적 어려움 대처에 도움이 되는 청년 대상 스트레스 관리 프로그램,"□ 교육 일정 : 4월 17일, 4월 24일 수요일 14:00~16:00
□ 장소 : 양산시청년센터 청담
□ 내용 : 스트레스 관리 프로그램 2회기(공예요법, 조기정신증 교육)",10명,-,002004,"2024-04-09~2024-04-23
-",만 19세 ~ 34세,-,-,-,-,양산시 내 청년(만 19세~만 34세),-,-,양산시정신건강복지센터 심심풀이 담당자에게 신청,-,-,null,http://www.ysmhc.or.kr/sub.php?id=notice&mode=view&menukey=24&idx=317&page=1,null,양산시 정신건강복지센터/양산시 청년센터 청담,-,-,주관기관과 동일,-,-,-,023040
